"YEAR","MFR","MODEL","TYPE","HP","CYLINDERS","TRANSMISSION","NUM_GEARS","DRIVETRAIN","CURBWEIGHT","AXELRATIO","NVRATIO","SIL","THC","CO","CO2","NOx","MPG","AFTERTREATMENT_DEVICE"
2011,"BMW","Mini Cooper","Car",122,4,"Automatic",6,"2-Wheel Drive, Front",2875,4.1,39.9,"Not eqipped",0.02069,0.0966,175.72,0.0007,50.4,"Three-way catalyst"
2011,"BMW","Mini Cooper Clubman","Car",122,4,"Automatic",6,"2-Wheel Drive, Front",3125,4.1,39.9,"Not eqipped",0.02335,0.1024,177.41,0.001,50.1,"Three-way catalyst"
2011,"BMW","Mini Cooper Convertible","Car",122,4,"Automatic",6,"2-Wheel Drive, Front",3125,4.1,39.9,"Not eqipped",0.01594,0.1051,180.17,0.0011,49.3,"Three-way catalyst"
2011,"BMW","Mini Cooper S Convertible","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3125,3.71,42.9,"Not eqipped",0.00871,0.1063,175.07,0.0073,50.7,"Three-way catalyst"
2011,"BMW","Mini Cooper S","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3000,3.68,35.3,"Not eqipped",0.01099,0.1074,187.04,0.0029,47.4,"Three-way catalyst"
2011,"BMW","750i","Car",400,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",4750,3.46,29.9,"Not eqipped",0.00607,0.1132,292.16,0.0103,30.4,"Three-way catalyst"
2011,"BMW","M3 Convertible","Car",414,8,"Manual",7,"2-Wheel Drive, Rear",4500,3.15,25.2,"Not eqipped",0.01464,0.1196,313.96,0.0065,28.3,"Three-way catalyst"
2011,"BMW","Mini Cooper S Countryman","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3375,3.68,33.1,"Not eqipped",0.01968,0.1199,195.52,0.0036,45.3,"Three-way catalyst"
2011,"BMW","Mini Cooper S Convertible","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3125,3.71,43.1,"Not eqipped",0.00982,0.1208,183.44,0.0156,48.5,"Three-way catalyst"
2011,"BMW","740Li","Car",315,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",4750,3.46,29.9,"Not eqipped",0.00127,0.1233,249.88,0.0155,35.6,"Three-way catalyst"
2011,"BMW","Mini Cooper Countryman","Car",122,4,"Automatic",6,"2-Wheel Drive, Front",3375,4.64,42.5,"Not eqipped",0.01073,0.1276,210.72,0.0021,42,"Three-way catalyst"
2011,"BMW","750i","Car",400,8,"Automatic",6,"2-Wheel Drive, Rear",5000,3.46,29.9,"Not eqipped",0.00718,0.1325,292.5,0.0067,30.4,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.0379,0.1342,274.73,0.0047,32.3,"Three-way catalyst"
2011,"BMW","Mini Cooper Countryman","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3250,4.72,43.1,"Not eqipped",0.01471,0.1353,194.28,0.0014,45.7,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.04474,0.1376,278.12,0.0055,31.9,"Three-way catalyst"
2011,"BMW","750i","Car",400,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",4750,3.46,29.9,"Not eqipped",0.01229,0.1446,296.34,0.0074,30,"Three-way catalyst"
2011,"BMW","550i","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",4750,2.81,24.4,"Not eqipped",0.01558,0.1448,253.61,0.0031,34.9,"Three-way catalyst"
2011,"BMW","Mini Cooper S Clubman","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3125,3.71,42.9,"Not eqipped",0.02012,0.148,171.64,0.0043,51.6,"Three-way catalyst"
2011,"BMW","Mini Cooper S","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3000,3.68,35.1,"Not eqipped",0.01212,0.1493,186.33,0.0022,47.8,"Three-way catalyst"
2011,"BMW","Alpina B7 LWB","Car",500,8,"Automatic",6,"2-Wheel Drive, Rear",5000,3.46,18.6,"Not eqipped",0,0.1557,298.57,0.0041,29.7,"Three-way catalyst"
2011,"BMW","335i","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",3875,3.08,36,"Not eqipped",0.00549,0.1609,224.4,0.0023,39.7,"Three-way catalyst"
2011,"BMW","335Ci xDrive","Both",300,6,"Manual",6,"All Wheel Drive",4000,3.08,36.1,"Not eqipped",0.00415,0.1636,237.67,0.0018,37.3,"Three-way catalyst"
2011,"BMW","Mini Cooper S Clubman","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3125,3.71,43.1,"Not eqipped",0.01902,0.165,176.36,0.0039,50.5,"Three-way catalyst"
2011,"BMW","Mini Cooper S","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3000,3.71,42.9,"Not eqipped",0.01516,0.169,176.5,0.0035,50.4,"Three-way catalyst"
2011,"BMW","Mini Cooper S Countryman All4","Car",180,4,"Manual",6,"All Wheel Drive",3500,3.71,40.4,"Not eqipped",0.01521,0.1854,203.25,0.0048,43.7,"Three-way catalyst"
2011,"BMW","Mini Cooper S Countryman","Car",180,4,"Manual",6,"2-Wheel Drive, Front",3375,3.71,40.4,"Not eqipped",0.01739,0.1866,195.26,0.0424,45.5,"Three-way catalyst"
2011,"BMW","535i xDrive Gran Turismo","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.08,25.6,"Not eqipped",0.00129,0.1867,232.91,0.0036,38.1,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.05178,0.1878,275.92,0.0038,32.1,"Three-way catalyst"
2011,"BMW","Alpina B7 LWB xDrive","Car",500,8,"Automatic",6,"All Wheel Drive",5250,3.46,18.6,"Not eqipped",0,0.1879,312.28,0.0025,28.5,"Three-way catalyst"
2011,"BMW","Mini Cooper S Convertible","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3125,3.68,35.1,"Not eqipped",0.01564,0.1927,180.9,0.0052,49.1,"Three-way catalyst"
2011,"BMW","550i xDrive GranTurismo","Car",400,8,"Automatic",8,"All Wheel Drive",5250,3.08,25.7,"Not eqipped",0.02531,0.1972,287.62,0.0029,30.8,"Three-way catalyst"
2011,"BMW","Mini Cooper S Clubman","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3125,3.68,35.1,"Not eqipped",0.01178,0.1982,181.1,0.0032,49,"Three-way catalyst"
2011,"BMW","550i","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",4750,2.81,24.4,"Not eqipped",0.01248,0.2003,250.16,0.0032,35.4,"Three-way catalyst"
2011,"BMW","Mini Cooper S Convertible","Car",180,4,"Automatic",6,"2-Wheel Drive, Front",3125,3.68,35.3,"Not eqipped",0.0117,0.204,192.63,0.0037,46,"Three-way catalyst"
2011,"BMW","535i Gran Turismo","Car",300,6,"Semi-Automatic",8,"2-Wheel Drive, Rear",4750,3.08,25.7,"Not eqipped",0.0019975,0.2159948,238.090085,0.0026972,37.3,"Three-way catalyst"
2011,"BMW","Mini Cooper JCW","Car",205,4,"Manual",6,"2-Wheel Drive, Front",3000,3.65,42.5,"Not eqipped",0.01145,0.2194,192.66,0.0018,46.1,"Three-way catalyst"
2011,"BMW","535i xDrive","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.08,26.7,"Not eqipped",0.03251,0.223,228.14,0.0041,38.9,"Three-way catalyst"
2011,"BMW","ActiveHybrid 7","Car",455,8,"Automatic",8,"2-Wheel Drive, Rear",5000,2.81,23.4,"Not eqipped",0.00267,0.2303,259.69,0.004,34.1,"Three-way catalyst"
2011,"BMW","535i Gran Turismo","Car",300,6,"Semi-Automatic",8,"2-Wheel Drive, Rear",4750,3.08,25.7,"Not eqipped",0.0011723,0.2414768,237.8288942,0.0022638,37.3,"Three-way catalyst"
2011,"BMW","Mini Cooper JCW Clubman","Car",205,4,"Manual",6,"2-Wheel Drive, Front",3250,3.65,42.5,"Not eqipped",0.01017,0.2459,190.89,0.0013,46.5,"Three-way catalyst"
2011,"BMW","535i xDrive","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.08,26.6,"Not eqipped",0.01172,0.2487,216.83,0.0036,40.8,"Three-way catalyst"
2011,"BMW","Mini John Cooper Works Convertible","Car",205,4,"Manual",6,"2-Wheel Drive, Front",3125,3.65,42.5,"Not eqipped",0.01276,0.2538,187.93,0.0012,47.2,"Three-way catalyst"
2011,"BMW","535i xDrive","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.08,26.6,"Not eqipped",0.00159,0.254,214.19,0.0024,41.4,"Three-way catalyst"
2011,"BMW","Mini Cooper","Car",122,4,"Manual",6,"2-Wheel Drive, Front",2875,4.35,42.9,"Not eqipped",0.01536,0.2637,162.19,0.0006,54.7,"Three-way catalyst"
2011,"BMW","X3 xDrive35i","Both",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.38,28.2,"Not eqipped",0.0342144,0.2643622,250.2012308,0.0027176,35.5,"Three-way catalyst"
2011,"BMW","335Ci","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",3875,3.08,36.1,"Not eqipped",0.00792,0.2792,218.65,0.0027,40.5,"Three-way catalyst"
2011,"BMW","535iA","Car",300,6,"Semi-Automatic",8,"2-Wheel Drive, Rear",4500,3.08,26.7,"Not eqipped",0.03117,0.2794,212.46,0.0024,41.8,"Three-way catalyst"
2011,"BMW","X5 xDrive50i","Truck",400,8,"Automatic",8,"All Wheel Drive",5500,3.15,25.4,"Not eqipped",0.04346,0.285,316.7,0.0032,28,"Three-way catalyst"
2011,"BMW","Mini Cooper","Car",122,4,"Manual",6,"2-Wheel Drive, Front",2875,4.35,42.1,"Not eqipped",0.02148,0.2903,173.88,0.0008,50.9,"Three-way catalyst"
2011,"BMW","Mini Cooper S Countryman All4","Car",180,4,"Automatic",6,"All Wheel Drive",3500,3.68,33.1,"Not eqipped",0.009793,0.2931793,206.8516239,0.0039149,42.8,"Three-way catalyst"
2011,"BMW","Mini Cooper Convertible","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3000,4.35,42.9,"Not eqipped",0.01648,0.2943,169.65,0.0009,52.1,"Three-way catalyst"
2011,"BMW","535i xDrive","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.08,26.7,"Not eqipped",0.00542,0.2944,222.93,0.0027,39.7,"Three-way catalyst"
2011,"BMW","Mini Cooper Clubman","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3000,4.35,42.1,"Not eqipped",0.02024,0.31,168.03,0.0008,52.7,"Three-way catalyst"
2011,"BMW","Mini Cooper Convertible","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3000,4.35,42.1,"Not eqipped",0.02187,0.3159,176.57,0.0006,50,"Three-way catalyst"
2011,"BMW","Mini Cooper Clubman","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3000,4.35,42.9,"Not eqipped",0.01505,0.3254,165.87,0.0009,53.3,"Three-way catalyst"
2011,"BMW","550i xDrive","Car",400,8,"Automatic",8,"All Wheel Drive",4750,3.08,26.7,"Not eqipped",0.0064,0.3737,267.74,0.0025,33.1,"Three-way catalyst"
2011,"BMW","X6 xDrive50i","Truck",400,8,"Automatic",8,"All Wheel Drive",5500,3.15,25.4,"Not eqipped",0.08244,0.3744,310.64,0.003,28.5,"Three-way catalyst"
2011,"BMW","Z4 sDrive35is","Car",335,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",3875,2.56,35.3,"Not eqipped",0.02294,0.3749,304.74,0.0158,29,"Three-way catalyst"
2011,"BMW","ActiveHybrid 7 L","Car",455,8,"Automatic",8,"2-Wheel Drive, Rear",5250,2.81,23.4,"Not eqipped",0.0111241,0.3847146,266.3503316,0.0084647,33.3,"Three-way catalyst"
2011,"BMW","M3 Convertible","Car",414,8,"Manual",6,"2-Wheel Drive, Rear",4500,3.85,27.4,"Not eqipped",0.02536,0.391,324.71,0.0033,27.3,"Three-way catalyst"
2011,"BMW","335i xDrive","Both",300,6,"Semi-Automatic",6,"All Wheel Drive",4000,3.46,33.1,"Not eqipped",0.08539,0.3927,238.1,0.0024,37.1,"Three-way catalyst"
2011,"BMW","335i","Both",300,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",3875,3.46,33.1,"Not eqipped",0.09227,0.419,229.9,0.0024,38.4,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.00428,0.4343,282.38,0.0035,31.4,"Three-way catalyst"
2011,"BMW","X6 xDriveM","Truck",555,8,"Semi-Automatic",6,"All Wheel Drive",5500,3.91,32.6,"Not eqipped",0.04768,0.4385,372.42,0.0053,23.7,"Three-way catalyst"
2011,"BMW","550i xDrive","Car",400,8,"Automatic",8,"All Wheel Drive",4750,3.08,26.7,"Not eqipped",0.02183,0.4468,267.85,0.0021,33,"Three-way catalyst"
2011,"BMW","750 Li xDrive","Car",408,8,"Automatic",8,"All Wheel Drive",5250,3.08,29.9,"Not eqipped",0.10913,0.468,317.62,0.0031,27.7,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.0701,0.4732,290.2,0.0034,30.5,"Three-way catalyst"
2011,"BMW","750i","Car",400,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",5000,3.46,29.9,"Not eqipped",0.1280177,0.5211268,304.5860911,0.0034047,29,"Three-way catalyst"
2011,"BMW","ActiveHybrid X6","Truck",400,8,"Automatic",7,"All Wheel Drive",6000,3.64,31.2,"Not eqipped",0.043,0.5318,334.37,0.0048,26.6,"Three-way catalyst"
2011,"BMW","550i xDrive Gran Turismo","Car",400,8,"Automatic",8,"All Wheel Drive",5250,3.08,25.7,"Not eqipped",0.00382,0.532,291.82,0.0033,30.3,"Three-way catalyst"
2011,"BMW","550i","Car",400,8,"Manual",6,"2-Wheel Drive, Rear",4500,3.08,34.9,"Not eqipped",0.03812,0.5451,287.53,0.0031,30.7,"Three-way catalyst"
2011,"BMW","335CiA","Both",300,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",3875,3.46,33.1,"Not eqipped",0.0904,0.5773,216.37,0.0022,40.8,"Three-way catalyst"
2011,"BMW","550i","Car",400,8,"Manual",6,"2-Wheel Drive, Rear",4500,3.08,34.9,"Not eqipped",0.05927,0.5814,277.55,0.0026,31.8,"Three-way catalyst"
2011,"BMW","135i","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.08,36.4,"Not eqipped",0.0179,0.5941,222.83,0.0029,39.7,"Three-way catalyst"
2011,"BMW","335Ci Convertible","Both",300,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",4250,3.46,33.1,"Not eqipped",0.08379,0.5993,225.95,0.0028,39,"Three-way catalyst"
2011,"BMW","ActiveHybrid X6","Truck",400,8,"Automatic",7,"All Wheel Drive",6000,3.64,31.2,"Not eqipped",0.0320934,0.6106303,329.2391497,0.0024983,26.9,"Three-way catalyst"
2011,"BMW","X3 xDrive35i","Both",300,6,"Semi-Automatic",8,"All Wheel Drive",4500,3.38,28.2,"Not eqipped",0.0362992,0.6218534,241.5423528,0.0022814,36.5,"Three-way catalyst"
2011,"BMW","550i GT","Car",400,8,"Automatic",8,"2-Wheel Drive, Rear",5250,3.08,25.7,"Not eqipped",0.01581,0.6411,289.9,0.0024,30.5,"Three-way catalyst"
2011,"BMW","335Ci Convertible","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",4250,3.15,36.9,"Not eqipped",0.04294,0.6528,235.5,0.0046,37.5,"Three-way catalyst"
2011,"BMW","X5 xDriveM","Truck",555,8,"Semi-Automatic",6,"All Wheel Drive",5500,3.91,32.6,"Not eqipped",0.0461362,0.6722118,386.9565727,0.0025632,22.9,"Three-way catalyst"
2011,"BMW","335i xDrive","Both",300,6,"Manual",6,"All Wheel Drive",4000,3.08,36,"Not eqipped",0.03974,0.7067,242.45,0.0036,36.6,"Three-way catalyst"
2011,"BMW","335i","Both",300,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",3875,3.46,33.1,"Not eqipped",0.10329,0.7248,218.39,0.0055,40.5,"Three-way catalyst"
2011,"BMW","135i Convertible","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",4000,3.08,36.4,"Not eqipped",0.05389,0.7372,229.94,0.0051,38.5,"Three-way catalyst"
2011,"BMW","535i","Car",300,6,"Manual",6,"2-Wheel Drive, Rear",4250,3.23,35.5,"Not eqipped",0.06328,0.7889,227.43,0.0023,38.8,"Three-way catalyst"
2011,"BMW","335Ci xDrive","Both",300,6,"Semi-Automatic",6,"All Wheel Drive",4000,3.46,33.1,"Not eqipped",0.12521,0.8347,236.01,0.0037,37.3,"Three-way catalyst"
2011,"BMW","335i","Both",300,6,"Manual",6,"2-Wheel Drive, Rear",3875,3.08,36,"Not eqipped",0.06691,0.8435,221.07,0.002,40,"Three-way catalyst"
2011,"BMW","535i xDrive Gran Turismo","Car",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.08,25.6,"Not eqipped",0.07001,0.8588,232.58,0.0042,37.9,"Three-way catalyst"
2011,"BMW","X5 xDrive35i","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5250,3.15,25.4,"Not eqipped",0.0230875,1.0064821,274.7464566,0.0034972,32.1,"Three-way catalyst"
2011,"BMW","135i","Both",300,6,"Automatic",7,"2-Wheel Drive, Rear",3750,2.56,35.8,"Not eqipped",0.08923,1.0107,232.98,0.0033,37.8,"Three-way catalyst"
2011,"BMW","135i","Both",300,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",3750,2.56,35.8,"Not eqipped",0.08067,1.0199,269.09,0.0104,32.8,"Three-way catalyst"
2011,"BMW","135i Convertible","Both",300,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4000,2.56,35.8,"Not eqipped",0.08652,1.0565,272.07,0.0108,32.5,"Three-way catalyst"
2011,"BMW","135i Convertible","Both",300,6,"Automatic",7,"2-Wheel Drive, Rear",4000,2.56,35.8,"Not eqipped",0.10995,1.1111,227.95,0.0033,38.5,"Three-way catalyst"
2011,"BMW","X5 xDrive35i","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5250,3.15,25.4,"Not eqipped",0.0411927,1.1170785,274.576399,0.0040312,32.1,"Three-way catalyst"
2011,"BMW","X6 xDrive35i","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.15,25.4,"Not eqipped",0.09047,1.3283,265.61,0.0053,33.1,"Three-way catalyst"
2011,"BMW","X6 xDrive35i","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.15,25.4,"Not eqipped",0.11647,1.7355,262.19,0.0067,33.5,"Three-way catalyst"
2011,"Bugatti","Veyron Super Sport","Car",1200,16,"Automatic",7,"All Wheel Drive",4750,2.59,24.9,"Not eqipped",0.0171,0.076,495,0.0133,17.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Town & Country","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",4750,2.06,26.3,"Not eqipped",0.005638,0.028325,250.166,0.028432,24.8,"Three-way catalyst"
2011,"Chrysler Group LLC","Grand Cherokee 4wd","Truck",290,6,"Automatic",5,"2-Wheel Drive, Rear",4750,3.06,29,"Not eqipped",0.0078,0.0353,263.7,0.0023,23.6,"Three-way catalyst"
2011,"Chrysler Group LLC","Grand Cherokee 2wd","Truck",290,6,"Automatic",5,"2-Wheel Drive, Rear",4750,3.06,29,"Not eqipped",0.0078256,0.0423703,283.5645274,0.0194259,31.3,"Three-way catalyst"
2011,"Chrysler Group LLC","Grand Cherokee 4wd","Truck",290,6,"Automatic",5,"4-Wheel Drive",5000,3.06,29,"Not eqipped",0.01598,0.053582,283.569,0.006954,31.2,"Three-way catalyst"
2011,"Chrysler Group LLC",300,"Car",292,6,"Automatic",5,"2-Wheel Drive, Rear",4250,2.65,26.6,"Not eqipped",0.007961,0.055716,239.073,0.001516,25.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Town & Country","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",4750,2.06,26.3,"Not eqipped",0.00617,0.059867,254.483,0.035367,35,"Three-way catalyst"
2011,"Chrysler Group LLC","Wrangler 4wd","Truck",200,6,"Automatic",4,"4-Wheel Drive",4750,3.73,28.3,"Not eqipped",0.002867,0.062609,319.535,0.002016,27.7,"Three-way catalyst"
2011,"Chrysler Group LLC","Grand Cherokee 4wd","Truck",290,6,"Automatic",5,"4-Wheel Drive",5000,3.06,29,"Not eqipped",0.009907,0.064554,275.489,0.002647,22.7,"Three-way catalyst"
2011,"Chrysler Group LLC","Avenger","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",3875,2.06,26.7,"Not eqipped",0.00286,0.066437,211.704,0.000816,29.2,"Three-way catalyst"
2011,"Chrysler Group LLC","Avenger","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",3875,2.06,26.7,"Not eqipped",0.008972,0.067704,219.453,0.002057,40.5,"Three-way catalyst"
2011,"Chrysler Group LLC",200,"Both",173,4,"Automatic",6,"2-Wheel Drive, Front",3750,2.24,29,"Not eqipped",0.003502,0.092598,203.594,0.005354,43.5,"Three-way catalyst"
2011,"Chrysler Group LLC","Town & Country","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",4750,2.06,26.3,"Not eqipped",0.004776,0.096965,254.34,0.024083,35,"Three-way catalyst"
2011,"Chrysler Group LLC","Charger","Car",292,6,"Automatic",5,"2-Wheel Drive, Rear",4250,2.65,27.3,"Not eqipped",0.008144,0.100944,233.528,0.003639,37.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Durango 4WD","Truck",390,8,"Automatic",5,"4-Wheel Drive",5500,3.47,26.5,"Not eqipped",0.007392,0.104815,319.736,0.022896,27.7,"Three-way catalyst"
2011,"Chrysler Group LLC","Patriot 4wd","Truck",172,4,"Continuously Variable",1,"4-Wheel Drive",3750,3.21,39.8,"Not eqipped",0.003316,0.111091,277.615,0.0059,31.9,"Three-way catalyst"
2011,"Chrysler Group LLC","RAM 1500 PICKUP 2WD","Truck",215,,"Automatic",4,"2-Wheel Drive, Rear",5000,3.55,26.7,"Not eqipped",0.004627,0.123641,319.067,0.000484,27.8,
2011,"Chrysler Group LLC","Journey","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",4500,2.06,24.4,"Not eqipped",0.004259,0.127558,243.36,0.002315,25.5,"Three-way catalyst"
2011,"Chrysler Group LLC","Caliber","Both",158,4,"Manual",5,"2-Wheel Drive, Front",3250,2.97,39.6,"Not eqipped",0.004315,0.141019,197.002,0.001398,45,"Three-way catalyst"
2011,"Chrysler Group LLC","Durango 4WD","Truck",390,8,"Automatic",5,"4-Wheel Drive",5500,3.47,26.5,"Not eqipped",0.009951,0.159744,330.189,0.011915,26.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Caliber","Both",172,4,"Continuously Variable",1,"2-Wheel Drive, Front",3500,2.28,28.9,"Not eqipped",0.00296,0.160691,230.965,0.00276,38.4,"Three-way catalyst"
2011,"Chrysler Group LLC","Challenger","Car",470,8,"Automatic",5,"2-Wheel Drive, Rear",4500,3.06,30.4,"Not eqipped",0.003953,0.179632,296.585,0.072443,29.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Challenger","Car",470,8,"Automatic",5,"2-Wheel Drive, Rear",4500,3.06,30.4,"Not eqipped",0.004555,0.18516,290.613,0.086777,30.5,"Three-way catalyst"
2011,"Chrysler Group LLC","300/SRT-8","Car",340,,"Automatic",5,"2-Wheel Drive, Rear",4500,2.65,26.7,"Not eqipped",0.009269,0.206043,256.584,0.014867,34.5,
2011,"Chrysler Group LLC","RAM 1500 PICKUP 4WD","Truck",295,,"Automatic",5,"4-Wheel Drive",6000,3.55,25.4,"Not eqipped",0.0237,0.2125,374.4,0.0512,16.5,
2011,"Chrysler Group LLC","Challenger","Car",470,8,"Automatic",5,"2-Wheel Drive, Rear",4500,3.06,30.4,"Not eqipped",0.004352,0.221082,296.447,0.056277,30,"Three-way catalyst"
2011,"Chrysler Group LLC","CALIBER","Both",172,,"Continuously Variable",1,"2-Wheel Drive, Front",3375,2.41,31,"Not eqipped",0.01713,0.252175,232.761196,0.000101,38,
2011,"Chrysler Group LLC","300 Awd","Car",359,8,"Automatic",5,"All Wheel Drive",4750,3.06,30.3,"Not eqipped",0.006684,0.258241,271.092,0.015649,32.7,"Three-way catalyst"
2011,"Chrysler Group LLC","300 Awd","Car",359,8,"Automatic",5,"All Wheel Drive",4750,3.06,30.3,"Not eqipped",0.007747,0.284927,273.12,0.016216,32.5,"Three-way catalyst"
2011,"Chrysler Group LLC","Dakota","Truck",200,,"Automatic",5,"4-Wheel Drive",5000,3.55,28.3,"Not eqipped",0.008675,0.366293,357.760866,0.019006,17.2,
2011,"Chrysler Group LLC","Challenger","Car",470,8,"Manual",6,"2-Wheel Drive, Rear",4500,3.92,23.4,"Not eqipped",0.022256,0.44624,281.842,0.024065,31.4,"Three-way catalyst"
2011,"Chrysler Group LLC","ASPEN 4WD","Truck",303,,"Automatic",5,"2-Wheel Drive, Rear",5500,3.55,27.3,"Not eqipped",0.0205751,0.6809687,357.6718523,0.0053665,17.2,
2011,"Chrysler Group LLC",200,"Both",283,4,"Automatic",4,"2-Wheel Drive, Front",4000,2.69,34.8,"Not eqipped",,,,,40,"Three-way catalyst"
2011,"Chrysler Group LLC",200,"Both",283,4,"Automatic",4,"2-Wheel Drive, Front",4000,2.95,35.7,"Not eqipped",,,,,36.8,"Three-way catalyst"
2011,"Chrysler Group LLC",200,"Both",173,4,"Automatic",6,"2-Wheel Drive, Front",4250,2.24,29,"Not eqipped",,,,,40.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Avenger","Both",283,4,"Automatic",4,"2-Wheel Drive, Front",3750,2.69,34.8,"Not eqipped",,,,,41.5,"Three-way catalyst"
2011,"Chrysler Group LLC","Caliber","Truck",165,,"Manual",5,"2-Wheel Drive, Front",3500,3.34,42.3,"Not eqipped",,,,,40,
2011,"Chrysler Group LLC","Challenger","Car",460,8,"Manual",6,"2-Wheel Drive, Rear",4500,3.73,22.8,"Not eqipped",,,,,33.6,"Three-way catalyst"
2011,"Chrysler Group LLC","DAKOTA PICKUP","Truck",295,8,"Automatic",5,"2-Wheel Drive, Rear",4750,3.92,29.9,"Not eqipped",,,,,25.7,"Three-way catalyst"
2011,"Chrysler Group LLC","DAKOTA PICKUP","Truck",295,8,"Automatic",5,"2-Wheel Drive, Rear",4750,3.92,29.9,"Not eqipped",,,,,17.9,"Three-way catalyst"
2011,"Chrysler Group LLC","DAKOTA PICKUP 2WD","Truck",210,,"Automatic",4,"2-Wheel Drive, Rear",4750,3.55,29.6,"Not eqipped",,,,,28.1,
2011,"Chrysler Group LLC","DAKOTA PICKUP 4WD","Truck",210,,"Automatic",4,"4-Wheel Drive",4750,3.92,32.1,"Not eqipped",,,,,24.4,
2011,"Chrysler Group LLC","Journey","Both",283,6,"Automatic",6,"All Wheel Drive",4500,2.06,24.4,"Not eqipped",,,,,32.9,"Three-way catalyst"
2011,"Chrysler Group LLC","Journey","Both",283,6,"Automatic",6,"2-Wheel Drive, Front",4500,2.06,24.4,"Not eqipped",,,,,35.5,"Three-way catalyst"
2011,"Chrysler Group LLC","Nitro","Truck",260,,"Automatic",5,"2-Wheel Drive, Rear",4500,3.21,31.8,"Not eqipped",,,,,29.4,
2011,"Chrysler Group LLC","NITRO 2WD","Truck",210,6,"Automatic",4,"2-Wheel Drive, Rear",4250,3.73,30.6,"Not eqipped",,,,,30.4,"Three-way catalyst"
